mysql: [Warning] Using a password on the command line interface can be insecure.
id,cliente_id,servicio_id,barbero_id,fecha_hora,precio,estado,metodo_pago,cliente,servicio,barbero
2253,368,5,10,2023-05-30 08:00:00,15000.00,atendida,efectivo,Cristian Rivera González,Corte degradado,Yeferson King
2254,1010,26,21,2023-02-08 17:00:00,50000.00,cancelada,tarjeta,Jhon Pérez Ramos,Corte + lavado + barba,Wilmar Style
2255,1114,30,22,2023-01-14 15:00:00,40000.00,atendida,daviplata,Duvan Mendoza Delgado,Decoloracion,Diego Fadero
2256,1608,3,28,2023-07-12 18:00:00,8000.00,atendida,tarjeta,Cristian Ruiz Torres,Arreglo de barba,Yeison Barber
2257,1631,14,6,2024-07-20 11:00:00,15000.00,atendida,nequi,Raúl Gutiérrez Montoya,Afeitado clasico navaja,Chelo Cuts
2258,958,23,27,2024-03-18 12:00:00,30000.00,atendida,efectivo,Deisy Díaz Peña,Tratamiento anticaida,Tomas Clipper
2259,1379,25,18,2023-05-22 09:00:00,80000.00,atendida,transferencia,Hernán Mendoza Peña,Coloracion fantasia,Nico Estilo
2260,444,15,29,2023-05-17 17:00:00,14000.00,atendida,nequi,Mateo Martínez Ruiz,Cejas + barba,El Calvo Cuts
2261,1183,4,8,2023-11-05 12:00:00,18000.00,atendida,nequi,Mariana Delgado Jiménez,Corte + lavado,Tato Fade
2262,1776,30,19,2023-08-12 10:00:00,40000.00,atendida,nequi,Hernán Gómez Suárez,Decoloracion,Fercho Barber
2263,812,19,21,2024-01-21 18:00:00,60000.00,cancelada,daviplata,David Vargas Ramos,Keratina,Wilmar Style
2264,1774,29,6,2023-12-13 15:00:00,50000.00,atendida,efectivo,Alejandro Mendoza Zapata,Mechas,Chelo Cuts
2265,245,16,25,2024-02-23 08:00:00,8000.00,atendida,tarjeta,Nathaly Sánchez Flores,Depilacion de cejas,Lucho Precision
2266,530,14,5,2023-11-11 09:00:00,15000.00,atendida,tarjeta,Claudia González Pérez,Afeitado clasico navaja,El Vikingo
2267,464,25,9,2024-09-23 15:00:00,80000.00,atendida,nequi,Duvan Delgado Morales,Coloracion fantasia,Brayan Scissors
2268,1735,26,20,2024-03-01 15:00:00,50000.00,atendida,efectivo,Mateo Pérez Salazar,Corte + lavado + barba,El Paisa Cuts
2269,1385,8,18,2024-03-25 15:00:00,16000.00,cancelada,efectivo,Johana Ruiz Salazar,Corte moderno,Nico Estilo
2270,335,21,14,2023-01-05 10:00:00,25000.00,cancelada,efectivo,Nathaly Rodríguez Salazar,Corte + hidratacion,El Tigre Cuts
2271,623,11,30,2024-04-27 15:00:00,25000.00,atendida,tarjeta,Patricia Ruiz González,Tinte completo,Pipe Navajas
2272,228,25,6,2024-08-20 17:00:00,80000.00,atendida,efectivo,Ricardo Correa Martínez,Coloracion fantasia,Chelo Cuts
2273,178,7,24,2023-11-17 16:00:00,13000.00,cancelada,nequi,Cristian Mendoza Arias,Corte clasico,El Negro Barber
2274,890,26,3,2023-06-22 18:00:00,50000.00,cancelada,nequi,Julián Rivera Ramos,Corte + lavado + barba,Juancho El Indio
2275,1970,13,30,2024-07-22 08:00:00,18000.00,atendida,efectivo,Cristian González Pérez,Barba + hidratacion,Pipe Navajas
2276,569,2,16,2024-05-11 10:00:00,15000.00,atendida,efectivo,Felipe Gutiérrez Silva,Corte de cabello Basico + barba,Sebastián Blade
2277,1134,26,13,2023-05-04 14:00:00,50000.00,atendida,tarjeta,Camila Vega Pérez,Corte + lavado + barba,Camilo Pro
2278,797,10,31,2024-09-01 12:00:00,35000.00,atendida,transferencia,Kevin Bedoya Reyes,Corte + tinte,Cristian Fade
2279,1864,13,5,2023-03-06 16:00:00,18000.00,atendida,daviplata,Diego Zapata Ocampo,Barba + hidratacion,El Vikingo
2280,1963,20,6,2024-09-07 16:00:00,22000.00,cancelada,transferencia,Esteban Suárez Ríos,Corte + barba + cejas,Chelo Cuts
2281,471,26,21,2023-01-24 10:00:00,50000.00,cancelada,tarjeta,Isabella Mendoza Rodríguez,Corte + lavado + barba,Wilmar Style
2282,1405,21,30,2024-02-15 09:00:00,25000.00,atendida,efectivo,Wilmar Cruz Mendoza,Corte + hidratacion,Pipe Navajas
2283,984,14,15,2024-12-24 11:00:00,15000.00,atendida,tarjeta,Dayana González Delgado,Afeitado clasico navaja,Jhon Navajas
2284,1892,19,28,2023-02-15 10:00:00,60000.00,atendida,daviplata,Natalia Martínez Reyes,Keratina,Yeison Barber
2285,2031,29,18,2024-03-16 12:00:00,50000.00,atendida,transferencia,Ricardo Mendoza Vega,Mechas,Nico Estilo
2286,72,30,19,2024-01-13 10:00:00,40000.00,atendida,efectivo,Ricardo Espinoza Henao,Decoloracion,Fercho Barber
2287,828,18,3,2023-09-26 15:00:00,22000.00,cancelada,daviplata,Diego Cárdenas Ruiz,Hidratacion capilar,Juancho El Indio
2288,1395,25,5,2023-02-04 14:00:00,80000.00,cancelada,efectivo,Santiago Cárdenas García,Coloracion fantasia,El Vikingo
2289,1670,17,19,2023-05-05 16:00:00,20000.00,atendida,nequi,Gabriela Parra Parra,Limpieza facial,Fercho Barber
2290,1197,14,12,2024-08-01 16:00:00,15000.00,cancelada,transferencia,Oscar Parra Martínez,Afeitado clasico navaja,Duvan Fresh
2291,949,29,2,2023-12-16 17:00:00,50000.00,atendida,efectivo,Diana Ríos Sánchez,Mechas,Maicol Style
2292,1012,7,3,2024-01-04 10:00:00,13000.00,atendida,nequi,Laura Díaz Suárez,Corte clasico,Juancho El Indio
2293,1460,7,12,2024-06-14 16:00:00,13000.00,atendida,transferencia,Patricia Correa Ríos,Corte clasico,Duvan Fresh
2294,811,3,27,2024-09-12 11:00:00,8000.00,atendida,efectivo,Melissa Cruz Romero,Arreglo de barba,Tomas Clipper
2295,1917,5,15,2024-04-22 15:00:00,15000.00,cancelada,efectivo,Jhon González Medina,Corte degradado,Jhon Navajas
2296,221,8,29,2024-05-22 10:00:00,16000.00,atendida,transferencia,Oscar Sánchez Romero,Corte moderno,El Calvo Cuts
2297,655,3,7,2024-08-27 16:00:00,8000.00,atendida,daviplata,Santiago Torres Jiménez,Arreglo de barba,Pipe El Crack
2298,1692,1,7,2023-09-12 17:00:00,12000.00,atendida,tarjeta,Mateo Flores Ortiz,Corte de cabello Basico,Pipe El Crack
2299,246,19,31,2024-08-16 11:00:00,60000.00,atendida,nequi,Diana Parra Arias,Keratina,Cristian Fade
2300,593,2,10,2023-10-21 11:00:00,15000.00,atendida,nequi,Yeison Díaz Díaz,Corte de cabello Basico + barba,Yeferson King
2301,836,12,12,2024-01-21 10:00:00,12000.00,atendida,tarjeta,Andrés Reyes García,Barba completa,Duvan Fresh
2302,192,12,24,2024-01-29 09:00:00,12000.00,atendida,efectivo,Ana Arias Medina,Barba completa,El Negro Barber
2303,1812,5,15,2023-08-30 17:00:00,15000.00,cancelada,tarjeta,Lizeth Ospina Guerrero,Corte degradado,Jhon Navajas
2304,1671,19,11,2024-10-20 16:00:00,60000.00,cancelada,efectivo,Mariana Ramos Flores,Keratina,El Mono Barber
2305,113,16,2,2024-01-12 08:00:00,8000.00,atendida,tarjeta,Felipe Reyes Ríos,Depilacion de cejas,Maicol Style
2306,389,20,23,2023-01-27 09:00:00,22000.00,atendida,transferencia,Diana Gómez Moreno,Corte + barba + cejas,Santi Premium
2307,470,22,20,2024-06-07 12:00:00,15000.00,cancelada,tarjeta,Luis Ortiz Pérez,Masaje capilar,El Paisa Cuts
2308,263,23,11,2023-06-09 17:00:00,30000.00,cancelada,tarjeta,Sara Parra Rojas,Tratamiento anticaida,El Mono Barber
2309,1799,12,26,2023-07-06 16:00:00,12000.00,atendida,nequi,Felipe Ortiz Ocampo,Barba completa,Andres El Pro
2310,1088,15,2,2023-11-15 09:00:00,14000.00,cancelada,transferencia,Paula Medina Peña,Cejas + barba,Maicol Style
2311,820,2,23,2024-10-02 16:00:00,15000.00,atendida,tarjeta,Alejandro Mendoza Guerrero,Corte de cabello Basico + barba,Santi Premium
2312,1280,23,3,2024-10-14 18:00:00,30000.00,atendida,nequi,Andrea Salazar Ospina,Tratamiento anticaida,Juancho El Indio
2313,497,17,30,2023-09-04 15:00:00,20000.00,cancelada,tarjeta,Felipe Londoño Jiménez,Limpieza facial,Pipe Navajas
2314,1969,18,11,2023-08-29 16:00:00,22000.00,cancelada,tarjeta,Jorge Flores Morales,Hidratacion capilar,El Mono Barber
2315,1009,17,3,2023-11-28 09:00:00,20000.00,atendida,transferencia,Wilmar Correa Parra,Limpieza facial,Juancho El Indio
2316,1079,26,14,2023-11-10 14:00:00,50000.00,cancelada,efectivo,Valentina Salazar Vargas,Corte + lavado + barba,El Tigre Cuts
2317,943,29,25,2024-03-07 11:00:00,50000.00,atendida,daviplata,Lizeth Jiménez Cruz,Mechas,Lucho Precision
2318,635,15,25,2023-04-12 16:00:00,14000.00,atendida,tarjeta,Claudia Arias Delgado,Cejas + barba,Lucho Precision
2319,1629,11,2,2024-10-04 12:00:00,25000.00,atendida,nequi,Monica Gutiérrez Vargas,Tinte completo,Maicol Style
2320,1811,9,5,2024-12-14 10:00:00,10000.00,atendida,nequi,Hernán Silva Peña,Corte infantil,El Vikingo
2321,1176,16,13,2024-01-10 14:00:00,8000.00,atendida,transferencia,Lizeth Pérez Arias,Depilacion de cejas,Camilo Pro
2322,1318,22,9,2023-12-27 12:00:00,15000.00,atendida,efectivo,Angie García Herrera,Masaje capilar,Brayan Scissors
2323,760,7,8,2023-08-05 18:00:00,13000.00,atendida,efectivo,Wilmar Henao Montoya,Corte clasico,Tato Fade
2324,717,30,21,2023-06-07 10:00:00,40000.00,atendida,efectivo,Miguel Ramírez Jiménez,Decoloracion,Wilmar Style
2325,1661,20,11,2023-07-22 17:00:00,22000.00,atendida,tarjeta,Marcela García Arias,Corte + barba + cejas,El Mono Barber
2326,851,23,12,2024-09-09 10:00:00,30000.00,atendida,transferencia,Jhon Zapata Ríos,Tratamiento anticaida,Duvan Fresh
2327,40,26,28,2023-05-24 14:00:00,50000.00,atendida,daviplata,Mariana Ospina Rivera,Corte + lavado + barba,Yeison Barber
2328,775,23,4,2024-04-15 10:00:00,30000.00,atendida,efectivo,Maria Mendoza Ramírez,Tratamiento anticaida,Mateo Barber
2329,1070,20,10,2023-02-11 18:00:00,22000.00,atendida,efectivo,David Ocampo Gutiérrez,Corte + barba + cejas,Yeferson King
2330,49,10,25,2023-06-24 09:00:00,35000.00,atendida,tarjeta,David López Ocampo,Corte + tinte,Lucho Precision
2331,67,22,8,2024-02-21 08:00:00,15000.00,atendida,transferencia,Johana Espinoza Jiménez,Masaje capilar,Tato Fade
2332,1194,9,16,2023-06-13 12:00:00,10000.00,cancelada,efectivo,Laura Vargas Peña,Corte infantil,Sebastián Blade
2333,1813,21,8,2023-12-09 18:00:00,25000.00,cancelada,tarjeta,Diego Guerrero Martínez,Corte + hidratacion,Tato Fade
2334,961,9,19,2023-05-24 18:00:00,10000.00,atendida,tarjeta,Yesid Ramírez Ramos,Corte infantil,Fercho Barber
2335,749,24,29,2024-09-25 11:00:00,50000.00,atendida,daviplata,Alejandro Jiménez González,Pack novio completo,El Calvo Cuts
2336,1995,3,12,2024-08-06 10:00:00,8000.00,atendida,daviplata,Wilmar Herrera Flores,Arreglo de barba,Duvan Fresh
2337,1860,2,4,2023-02-12 10:00:00,15000.00,atendida,daviplata,Nicolás Salazar Silva,Corte de cabello Basico + barba,Mateo Barber
2338,388,21,7,2024-03-22 10:00:00,25000.00,cancelada,daviplata,Mariana Moreno Morales,Corte + hidratacion,Pipe El Crack
2339,251,23,31,2023-04-21 16:00:00,30000.00,atendida,tarjeta,Ricardo Henao Flores,Tratamiento anticaida,Cristian Fade
2340,1685,9,4,2024-07-02 10:00:00,10000.00,atendida,transferencia,Ferney González Muñoz,Corte infantil,Mateo Barber
2341,1881,11,26,2024-09-22 18:00:00,25000.00,atendida,nequi,Steven Torres Londoño,Tinte completo,Andres El Pro
2342,1207,22,9,2023-12-09 17:00:00,15000.00,cancelada,tarjeta,Isabella Morales Salazar,Masaje capilar,Brayan Scissors
2343,1975,10,5,2023-07-26 18:00:00,35000.00,atendida,tarjeta,David Guerrero Guerrero,Corte + tinte,El Vikingo
2344,387,25,4,2023-01-10 15:00:00,80000.00,atendida,transferencia,Marcela Delgado Sánchez,Coloracion fantasia,Mateo Barber
2345,1555,12,6,2023-08-21 14:00:00,12000.00,atendida,transferencia,Xiomara Sánchez Correa,Barba completa,Chelo Cuts
2346,1935,5,13,2024-06-03 08:00:00,15000.00,atendida,tarjeta,Andrea Correa Peña,Corte degradado,Camilo Pro
2347,531,6,19,2023-03-01 18:00:00,14000.00,atendida,tarjeta,Sofia Bedoya Rodríguez,Corte navaja,Fercho Barber
2348,1198,8,31,2023-08-18 17:00:00,16000.00,atendida,nequi,Gabriela Gutiérrez Morales,Corte moderno,Cristian Fade
2349,1591,28,20,2023-06-06 12:00:00,55000.00,atendida,tarjeta,Duvan Parra Cruz,Permanente,El Paisa Cuts
2350,1234,3,22,2024-12-31 08:00:00,8000.00,cancelada,transferencia,Carolina Guerrero Jiménez,Arreglo de barba,Diego Fadero
2351,763,5,7,2024-01-14 10:00:00,15000.00,atendida,nequi,Laura Rojas Medina,Corte degradado,Pipe El Crack
2352,828,29,4,2023-09-11 14:00:00,50000.00,cancelada,efectivo,Diego Cárdenas Ruiz,Mechas,Mateo Barber
2353,1470,1,9,2023-01-13 10:00:00,12000.00,atendida,tarjeta,Raúl Guerrero Vargas,Corte de cabello Basico,Brayan Scissors
2354,50,23,2,2024-01-10 12:00:00,30000.00,atendida,daviplata,Leidy Montoya Ortiz,Tratamiento anticaida,Maicol Style
2355,1525,26,15,2024-02-19 08:00:00,50000.00,cancelada,transferencia,Isabella Gómez Bedoya,Corte + lavado + barba,Jhon Navajas
2356,1526,7,29,2024-02-13 09:00:00,13000.00,atendida,tarjeta,Duvan López Bedoya,Corte clasico,El Calvo Cuts
2357,669,6,27,2023-11-05 14:00:00,14000.00,cancelada,efectivo,Sara Martínez Zapata,Corte navaja,Tomas Clipper
2358,1579,18,2,2024-08-28 14:00:00,22000.00,cancelada,transferencia,Diana Castro Díaz,Hidratacion capilar,Maicol Style
2359,1902,13,15,2024-12-25 14:00:00,18000.00,atendida,daviplata,Santiago Reyes Vega,Barba + hidratacion,Jhon Navajas
2360,916,1,17,2023-01-16 12:00:00,12000.00,atendida,tarjeta,Daniela Castro Romero,Corte de cabello Basico,Kevin El Maestro
2361,851,27,27,2024-03-13 10:00:00,22000.00,atendida,tarjeta,Jhon Zapata Ríos,Alisado,Tomas Clipper
2362,840,9,24,2023-11-14 15:00:00,10000.00,atendida,transferencia,Nathaly Henao Castro,Corte infantil,El Negro Barber
2363,362,13,17,2024-11-28 14:00:00,18000.00,cancelada,nequi,Santiago Torres Medina,Barba + hidratacion,Kevin El Maestro
2364,1667,20,28,2023-01-17 15:00:00,22000.00,atendida,tarjeta,Carolina Parra Medina,Corte + barba + cejas,Yeison Barber
2365,1419,5,13,2024-03-24 15:00:00,15000.00,atendida,daviplata,Wilmar Jiménez Vega,Corte degradado,Camilo Pro
2366,874,17,13,2024-10-26 08:00:00,20000.00,atendida,efectivo,Carolina Delgado Montoya,Limpieza facial,Camilo Pro
2367,1961,5,11,2024-05-28 12:00:00,15000.00,cancelada,daviplata,Nathaly Parra Pérez,Corte degradado,El Mono Barber
2368,608,10,10,2024-07-19 12:00:00,35000.00,atendida,daviplata,Brayan Ruiz Díaz,Corte + tinte,Yeferson King
2369,77,20,19,2023-05-19 08:00:00,22000.00,atendida,daviplata,Gabriela Jiménez Londoño,Corte + barba + cejas,Fercho Barber
2370,1185,28,30,2023-11-02 10:00:00,55000.00,atendida,nequi,Daniela Cárdenas Suárez,Permanente,Pipe Navajas
2371,1583,12,5,2024-09-13 14:00:00,12000.00,cancelada,transferencia,Fernando Arias Ortiz,Barba completa,El Vikingo
2372,1416,29,13,2024-12-16 08:00:00,50000.00,cancelada,nequi,Alejandro Londoño Ríos,Mechas,Camilo Pro
2373,1188,14,20,2023-04-28 14:00:00,15000.00,atendida,tarjeta,Sebastián Rivera Salazar,Afeitado clasico navaja,El Paisa Cuts
2374,1955,25,10,2023-02-02 18:00:00,80000.00,atendida,nequi,Lizeth Zapata Rodríguez,Coloracion fantasia,Yeferson King
2375,739,16,12,2023-10-04 15:00:00,8000.00,atendida,tarjeta,Carolina Reyes Ríos,Depilacion de cejas,Duvan Fresh
2376,658,1,2,2023-03-06 10:00:00,12000.00,cancelada,daviplata,Carlos Muñoz Jiménez,Corte de cabello Basico,Maicol Style
2377,1745,4,28,2023-11-08 12:00:00,18000.00,cancelada,daviplata,Carolina Ocampo González,Corte + lavado,Yeison Barber
2378,1004,18,27,2023-12-08 17:00:00,22000.00,atendida,nequi,Wilmar Ramos Rivera,Hidratacion capilar,Tomas Clipper
2379,1747,15,6,2024-10-22 14:00:00,14000.00,atendida,tarjeta,Sofia Muñoz Morales,Cejas + barba,Chelo Cuts
2380,1483,8,17,2024-08-09 10:00:00,16000.00,atendida,daviplata,Deisy Ocampo Castro,Corte moderno,Kevin El Maestro
2381,1357,14,4,2024-11-10 09:00:00,15000.00,cancelada,nequi,Esteban Peña Ramírez,Afeitado clasico navaja,Mateo Barber
2382,331,14,10,2023-03-07 10:00:00,15000.00,cancelada,tarjeta,Hernán Bedoya Herrera,Afeitado clasico navaja,Yeferson King
2383,1517,4,2,2023-10-08 14:00:00,18000.00,atendida,daviplata,Carlos Gómez Correa,Corte + lavado,Maicol Style
2384,1523,22,4,2024-10-12 09:00:00,15000.00,atendida,tarjeta,Esteban Moreno Montoya,Masaje capilar,Mateo Barber
2385,1245,8,29,2024-10-24 14:00:00,16000.00,atendida,daviplata,Raúl Suárez Montoya,Corte moderno,El Calvo Cuts
2386,1992,24,19,2024-02-09 16:00:00,50000.00,atendida,nequi,Jorge Rojas Espinoza,Pack novio completo,Fercho Barber
2387,1736,11,19,2023-03-21 09:00:00,25000.00,cancelada,nequi,Felipe Jiménez Cárdenas,Tinte completo,Fercho Barber
2388,118,30,28,2024-09-20 17:00:00,40000.00,cancelada,efectivo,Lizeth Londoño Ortiz,Decoloracion,Yeison Barber
2389,1384,26,13,2024-11-16 18:00:00,50000.00,atendida,daviplata,Natalia Flores Gutiérrez,Corte + lavado + barba,Camilo Pro
2390,884,20,28,2024-03-09 12:00:00,22000.00,atendida,transferencia,Sara Mendoza Ramírez,Corte + barba + cejas,Yeison Barber
2391,1488,27,20,2023-06-13 11:00:00,22000.00,atendida,tarjeta,Paola Silva Peña,Alisado,El Paisa Cuts
2392,1981,28,3,2024-01-26 11:00:00,55000.00,cancelada,transferencia,Brayan Morales Cruz,Permanente,Juancho El Indio
2393,264,4,24,2023-11-13 18:00:00,18000.00,atendida,efectivo,Xiomara Medina Medina,Corte + lavado,El Negro Barber
2394,1117,19,30,2024-01-30 10:00:00,60000.00,atendida,tarjeta,Andrea Ramírez Sánchez,Keratina,Pipe Navajas
2395,1963,30,27,2024-07-28 18:00:00,40000.00,cancelada,daviplata,Esteban Suárez Ríos,Decoloracion,Tomas Clipper
2396,133,4,13,2023-05-25 10:00:00,18000.00,atendida,nequi,Andrés Henao Díaz,Corte + lavado,Camilo Pro
2397,92,20,12,2023-03-08 11:00:00,22000.00,cancelada,tarjeta,Felipe García Montoya,Corte + barba + cejas,Duvan Fresh
2398,841,14,27,2024-07-19 17:00:00,15000.00,atendida,efectivo,Ana Ortiz Arias,Afeitado clasico navaja,Tomas Clipper
2399,1957,19,24,2023-07-04 18:00:00,60000.00,cancelada,daviplata,Lizeth Londoño Martínez,Keratina,El Negro Barber
2400,253,13,10,2024-08-19 18:00:00,18000.00,cancelada,nequi,Johana Castro Jiménez,Barba + hidratacion,Yeferson King
2401,1090,10,19,2024-09-06 12:00:00,35000.00,atendida,transferencia,Paula Reyes Ospina,Corte + tinte,Fercho Barber
2402,1372,14,20,2023-03-12 15:00:00,15000.00,atendida,nequi,Duvan Delgado Ortiz,Afeitado clasico navaja,El Paisa Cuts
2403,940,30,21,2024-09-15 11:00:00,40000.00,atendida,tarjeta,Carlos Zapata Rivera,Decoloracion,Wilmar Style
2404,1125,28,11,2023-08-13 15:00:00,55000.00,atendida,tarjeta,Mauricio Londoño Salazar,Permanente,El Mono Barber
2405,1249,17,17,2023-02-23 12:00:00,20000.00,atendida,nequi,Deisy Ospina Londoño,Limpieza facial,Kevin El Maestro
2406,1517,23,14,2024-08-16 11:00:00,30000.00,cancelada,nequi,Carlos Gómez Correa,Tratamiento anticaida,El Tigre Cuts
2407,463,2,6,2024-07-14 16:00:00,15000.00,cancelada,nequi,Alejandro Flores Castro,Corte de cabello Basico + barba,Chelo Cuts
2408,87,1,2,2024-01-21 08:00:00,12000.00,cancelada,transferencia,Carlos García Ocampo,Corte de cabello Basico,Maicol Style
2409,241,3,7,2023-10-27 16:00:00,8000.00,atendida,efectivo,Samuel Reyes Moreno,Arreglo de barba,Pipe El Crack
2410,873,5,26,2023-07-02 10:00:00,15000.00,cancelada,daviplata,Lizeth Gómez Morales,Corte degradado,Andres El Pro
2411,1467,16,15,2023-01-11 11:00:00,8000.00,atendida,efectivo,Gabriela Cárdenas Guerrero,Depilacion de cejas,Jhon Navajas
2412,1414,11,7,2023-04-12 14:00:00,25000.00,atendida,nequi,Sara Herrera Henao,Tinte completo,Pipe El Crack
2413,1994,21,19,2023-07-12 12:00:00,25000.00,atendida,tarjeta,Nicolás Moreno Montoya,Corte + hidratacion,Fercho Barber
2414,1902,22,19,2023-01-03 12:00:00,15000.00,cancelada,daviplata,Santiago Reyes Vega,Masaje capilar,Fercho Barber
2415,1410,24,18,2024-05-15 16:00:00,50000.00,atendida,tarjeta,Rodrigo Herrera Ocampo,Pack novio completo,Nico Estilo
2416,1195,19,5,2024-07-12 11:00:00,60000.00,atendida,transferencia,Felipe Medina Moreno,Keratina,El Vikingo
2417,815,23,28,2023-10-10 17:00:00,30000.00,cancelada,transferencia,Johana Martínez Ramos,Tratamiento anticaida,Yeison Barber
2418,1127,13,12,2024-02-29 15:00:00,18000.00,atendida,daviplata,Mauricio Moreno Medina,Barba + hidratacion,Duvan Fresh
2419,1373,24,10,2024-11-05 10:00:00,50000.00,cancelada,nequi,Diana Silva Medina,Pack novio completo,Yeferson King
2420,1789,30,31,2024-11-03 09:00:00,40000.00,cancelada,efectivo,Angie Peña Medina,Decoloracion,Cristian Fade
2421,1952,14,8,2023-12-23 16:00:00,15000.00,atendida,efectivo,Leidy Ospina Gutiérrez,Afeitado clasico navaja,Tato Fade
2422,1689,24,26,2023-09-28 11:00:00,50000.00,atendida,daviplata,Yulieth Herrera Cárdenas,Pack novio completo,Andres El Pro
2423,1454,11,17,2024-02-08 09:00:00,25000.00,cancelada,efectivo,Miguel López Suárez,Tinte completo,Kevin El Maestro
2424,2012,19,12,2023-04-29 11:00:00,60000.00,atendida,tarjeta,Ana Londoño Romero,Keratina,Duvan Fresh
2425,381,6,2,2023-12-12 09:00:00,14000.00,atendida,tarjeta,Yesid Guerrero Rivera,Corte navaja,Maicol Style
2426,365,2,29,2023-08-09 17:00:00,15000.00,atendida,tarjeta,Diana Muñoz Gutiérrez,Corte de cabello Basico + barba,El Calvo Cuts
2427,1197,12,26,2023-10-13 14:00:00,12000.00,cancelada,daviplata,Oscar Parra Martínez,Barba completa,Andres El Pro
2428,959,17,18,2023-09-23 15:00:00,20000.00,atendida,tarjeta,Wilmar Flores Reyes,Limpieza facial,Nico Estilo
2429,808,6,6,2024-11-04 18:00:00,14000.00,cancelada,nequi,Oscar Ocampo Rivera,Corte navaja,Chelo Cuts
2430,131,14,16,2024-07-26 14:00:00,15000.00,cancelada,daviplata,Felipe Medina Pérez,Afeitado clasico navaja,Sebastián Blade
2431,2004,4,16,2024-10-07 15:00:00,18000.00,atendida,nequi,Steven Bedoya Suárez,Corte + lavado,Sebastián Blade
2432,401,1,25,2023-06-25 17:00:00,12000.00,atendida,nequi,Diego Sánchez Gómez,Corte de cabello Basico,Lucho Precision
2433,1203,4,17,2024-07-02 08:00:00,18000.00,atendida,transferencia,Deisy Castro Jiménez,Corte + lavado,Kevin El Maestro
2434,1644,15,22,2023-07-04 12:00:00,14000.00,atendida,tarjeta,Felipe Vargas Reyes,Cejas + barba,Diego Fadero
2435,1166,16,30,2024-10-17 15:00:00,8000.00,atendida,nequi,Yesid Rivera Ruiz,Depilacion de cejas,Pipe Navajas
2436,535,22,31,2023-10-21 10:00:00,15000.00,atendida,nequi,Fabian Peña Arias,Masaje capilar,Cristian Fade
2437,1232,23,5,2023-05-24 10:00:00,30000.00,cancelada,nequi,Camila Castro Peña,Tratamiento anticaida,El Vikingo
2438,1260,2,24,2023-11-11 18:00:00,15000.00,cancelada,daviplata,Diego Montoya Morales,Corte de cabello Basico + barba,El Negro Barber
2439,690,23,20,2024-10-28 17:00:00,30000.00,atendida,nequi,Mariana García Reyes,Tratamiento anticaida,El Paisa Cuts
2440,2030,24,17,2024-11-20 10:00:00,50000.00,atendida,transferencia,Fabian Henao Jiménez,Pack novio completo,Kevin El Maestro
2441,1538,10,9,2024-04-30 09:00:00,35000.00,atendida,transferencia,Marcela Zapata Ramírez,Corte + tinte,Brayan Scissors
2442,1032,20,23,2024-11-18 11:00:00,22000.00,atendida,tarjeta,Camila Ríos Martínez,Corte + barba + cejas,Santi Premium
2443,177,12,31,2024-11-13 11:00:00,12000.00,atendida,tarjeta,Mauricio Moreno Londoño,Barba completa,Cristian Fade
2444,452,9,27,2024-04-12 14:00:00,10000.00,atendida,nequi,Sara Pérez Montoya,Corte infantil,Tomas Clipper
2445,1569,23,20,2024-11-26 11:00:00,30000.00,atendida,daviplata,Jhon Zapata Vega,Tratamiento anticaida,El Paisa Cuts
2446,1581,4,23,2024-08-31 11:00:00,18000.00,atendida,transferencia,Sebastián Díaz Henao,Corte + lavado,Santi Premium
2447,185,15,8,2023-08-28 10:00:00,14000.00,atendida,efectivo,Paola Moreno Correa,Cejas + barba,Tato Fade
2448,1833,1,5,2023-06-02 12:00:00,12000.00,cancelada,efectivo,Raúl Rojas Ospina,Corte de cabello Basico,El Vikingo
2449,78,13,7,2024-11-16 12:00:00,18000.00,atendida,transferencia,Angie Moreno Torres,Barba + hidratacion,Pipe El Crack
2450,487,19,20,2024-05-29 17:00:00,60000.00,atendida,tarjeta,Miguel Morales Londoño,Keratina,El Paisa Cuts
2451,1048,9,9,2024-06-09 14:00:00,10000.00,atendida,daviplata,Jhon Bedoya García,Corte infantil,Brayan Scissors
2452,734,5,14,2024-11-01 12:00:00,15000.00,atendida,tarjeta,Andrés Ortiz Espinoza,Corte degradado,El Tigre Cuts
2453,407,18,4,2023-11-25 14:00:00,22000.00,atendida,nequi,Sebastián Mendoza Torres,Hidratacion capilar,Mateo Barber
2454,980,28,5,2024-09-03 11:00:00,55000.00,atendida,efectivo,Monica Medina Suárez,Permanente,El Vikingo
2455,446,26,21,2024-03-07 14:00:00,50000.00,cancelada,transferencia,Ricardo Moreno Romero,Corte + lavado + barba,Wilmar Style
2456,271,26,14,2023-12-23 15:00:00,50000.00,atendida,nequi,Ferney Suárez Rodríguez,Corte + lavado + barba,El Tigre Cuts
2457,1277,7,24,2023-07-15 11:00:00,13000.00,atendida,daviplata,Maria Ramírez Rodríguez,Corte clasico,El Negro Barber
2458,939,15,2,2024-10-27 15:00:00,14000.00,cancelada,daviplata,Adriana Cruz Cruz,Cejas + barba,Maicol Style
2459,181,26,7,2024-12-18 10:00:00,50000.00,atendida,efectivo,Yeison Martínez Suárez,Corte + lavado + barba,Pipe El Crack
2460,1232,29,11,2024-05-17 17:00:00,50000.00,cancelada,daviplata,Camila Castro Peña,Mechas,El Mono Barber
